,index
20180625,1416.5002784797855
20180626,1414.462681561287
20180627,1416.793503884811
20180628,1418.3133641062657
20180629,1425.770959703554
20180702,1422.4565475221843
20180703,1421.9536435301068
20180704,1420.480396162514
20180705,1420.320767767587
20180706,1418.2562780752648
20180709,1419.2828783234092
20180710,1419.1373374392167
20180711,1419.989519157004
20180712,1421.5191557193775
20180713,1421.9977576628655
20180716,1423.7368264071058
20180717,1423.671207529295
20180718,1423.4408667186815
20180719,1423.7240251133608
20180720,1426.4139653099005
20180723,1427.7466344456382
20180724,1429.9119711847557
20180725,1431.7129553970494
20180726,1431.9291542189317
20180727,1434.7364758824808
20180730,1437.1771897496226
20180731,1440.2315359922322
20180801,1438.3235059409535
20180802,1436.1249726163976
20180803,1439.243386076015
20180806,1439.5461702621517
20180807,1444.1446344426165
20180808,1440.988820935007
20180809,1439.9628190463366
20180810,1439.1659582693835
20180813,1439.290448886591
20180814,1440.5049030264024
20180815,1436.5331758983857
20180816,1435.9960886817842
20180817,1433.5365393237755
20180820,1440.6451749597047
20180821,1441.922014656653
20180822,1442.3966777360952
20180823,1441.9447889798414
20180824,1441.7424715696393
20180827,1442.7632451528077
20180828,1449.0817770128876
20180829,1446.934716954552
20180830,1447.0615155060088
20180831,1446.07927227317
20180903,1445.0165368980945
20180904,1443.9906545146057
20180905,1440.4319194800532
20180906,1440.9101912034605
20180907,1439.266571478533
20180910,1438.6644602030983
20180911,1430.7117461232303
20180912,1431.8851259190103
20180913,1431.9360514514071
20180914,1432.02832914765
20180917,1432.6003244975343
20180918,1433.6361842774384
20180919,1433.0688243177783
20180920,1430.5851495632555
20180921,1436.043464330844
20180925,1435.2988532236682
20180926,1439.043545946396
20180927,1440.5880209955264
20180928,1443.1175082415416
20181008,1440.553692527414
20181009,1444.0171947642043
20181010,1445.6426292824335
20181011,1441.4542678871694
20181012,1442.4463442259112
20181015,1440.476459162673
20181016,1438.3412881594058
20181017,1440.5805080898522
20181018,1439.604431950051
20181019,1438.3285227475906
20181022,1439.124221053771
20181023,1439.9668245526768
20181024,1442.970722587689
20181025,1441.250837146909
20181026,1441.8338695084644
20181029,1439.8891543800237
20181030,1438.1450196276608
20181031,1437.9303695641645
20181101,1435.779262875043
20181102,1429.682252893905
20181105,1431.904091796931
20181106,1431.2610790395065
20181107,1432.1141236381193
20181108,1433.4826523773586
20181109,1431.2241177039605
20181112,1429.443675760731
20181113,1431.453965697038
20181114,1433.7274533695502
20181115,1434.1647259774415
20181116,1439.9123345414405
20181119,1438.72236266622
20181120,1433.593114130903
20181121,1434.6766909345788
20181122,1433.122465503682
20181123,1427.4260087855698
20181126,1420.7330363151138
20181127,1421.7689006678636
20181128,1425.4302911681032
20181129,1426.441448187104
20181130,1424.7997536110431
20181203,1430.3421540793731
20181204,1433.0908907296307
20181205,1435.334624866368
20181206,1432.463474878692
20181207,1433.0779030194192
20181210,1431.112039678537
20181211,1430.996934019346
20181212,1432.3962989647223
20181213,1431.6203561847904
20181214,1429.3902223316893
20181217,1427.449519862847
20181218,1426.6861068373896
20181219,1427.1881168421685
20181220,1429.0631544195396
20181221,1427.4730531237203
20181224,1424.8204359611468
20181225,1423.7456139597602
20181226,1424.7690470543337
20181227,1424.8590991769734
20181228,1427.3117075899306
20190102,1428.283523522107
20190103,1430.3946884378668
20190104,1432.557284935147
20190107,1434.4006806895302
20190108,1439.083507290359
20190109,1440.2458824973703
20190110,1438.0279401579803
20190111,1439.343409836268
20190114,1437.466783363248
20190115,1438.9995349604935
20190116,1443.7686435969056
20190117,1444.7187762552371
20190118,1447.5670205652532
20190121,1448.441960195241
20190122,1447.8604779126017
20190123,1446.0003682252116
20190124,1447.3362052570556
20190125,1448.5141686594873
20190128,1447.089569003645
20190129,1448.8217656460786
20190130,1449.2342820117751
20190131,1452.7345485089118
20190201,1455.4385858723192
20190211,1461.908884946904
20190212,1461.9608000039143
20190213,1460.4860028967703
20190214,1458.3783811712356
20190215,1455.1079917954305
20190218,1458.3905256741853
20190219,1458.9250405397097
20190220,1460.636869369494
20190221,1460.96016351331
20190222,1463.1692791034911
20190225,1468.549918591098
20190226,1464.7424212678811
20190227,1464.935238712909
20190228,1464.3460015511494
20190301,1468.2435661033703
20190304,1472.4341163263614
20190305,1474.055286597962
20190306,1474.984112078874
20190307,1480.0138885639092
20190308,1475.912435133223
20190311,1475.9264982947348
20190312,1479.9845750384625
20190313,1478.946930545216
20190314,1475.9460560489624
20190315,1477.09904241953
20190318,1479.7139406049089
20190319,1479.0439661530727
20190320,1477.506613046812
20190321,1480.3929038548308
20190322,1481.7019865651614
20190325,1479.7482115505368
20190326,1477.9955475810425
20190327,1478.8831871455825
20190328,1478.3687415189424
20190329,1484.3898884969317
20190401,1484.8049566455495
20190402,1485.073320663903
20190403,1482.5524272455295
20190404,1482.1878332048443
20190408,1484.626584451114
20190409,1482.9629642728542
20190410,1484.0937202186506
20190411,1485.0058170113748
20190412,1483.0995483167762
20190415,1480.3293850975328
20190416,1479.136146680498
20190417,1481.2920411106802
20190418,1479.4388160874194
20190419,1481.667378898259
20190422,1479.5019781266317
20190423,1479.8698350590212
20190424,1475.4215554285538
20190425,1476.8502123093008
20190426,1477.6765799213729
20190429,1476.2139321568604
20190430,1481.2034565714662
20190506,1473.821363465115
20190507,1475.7360416830893
20190508,1473.0989027864928
20190509,1471.7920699114286
20190510,1474.214599055768
20190513,1475.2925511757492
20190514,1471.8868277899942
20190515,1473.7196257138164
20190516,1474.6255762732214
20190517,1474.1866434511453
20190520,1473.908592702648
20190521,1473.406182636505
20190522,1471.8018831722204
20190523,1471.5882387223278
20190524,1471.571082666545
20190527,1466.1844527062349
20190528,1469.4231657577932
20190529,1471.9862234222117
20190530,1471.94930122999
20190531,1470.638647828143
20190603,1471.2669191198656
20190604,1471.7214329549276
20190605,1472.3907713028389
20190606,1471.439935542195
20190610,1472.7064852858089
20190611,1476.4252340937437
20190612,1473.9385191731328
20190613,1477.1235345849295
20190614,1477.0734172046512
20190617,1477.7041469295464
20190618,1477.542987646684
20190619,1482.342120593374
20190620,1488.0715473174316
20190621,1489.6144773546082
20190624,1491.587032373599
20190625,1492.1498113419411
20190626,1493.279261155212
20190627,1493.1544552969924
20190628,1496.2061613545004
20190701,1504.451514087709
20190702,1507.9953417564957
20190703,1507.3357471283882
20190704,1504.5364734854656
20190705,1501.2813548643871
20190708,1497.221970055888
20190709,1498.3107372102072
20190710,1499.0754590735858
20190711,1499.4561656153323
20190712,1499.4673508338958
20190715,1499.830998732713
20190716,1499.626566050336
20190717,1500.6369124777427
20190718,1501.6241795217202
20190719,1502.238240207936
20190722,1500.822999402622
20190723,1500.2134291325706
20190724,1499.2617100207688
20190725,1500.6332014188
20190726,1501.4923122377309
20190729,1498.8159382388192
20190730,1501.094094469649
20190731,1502.2613943253334
20190801,1500.8906278205218
20190802,1500.9683708156788
20190805,1501.4917500588713
20190806,1499.3907978997486
20190807,1497.8771120398285
20190808,1498.041222211166
20190809,1498.404748009373
20190812,1501.2699523832798
20190813,1502.1261184934365
20190814,1502.1809131513428
20190815,1501.9542627463873
20190816,1499.9423303392923
20190819,1504.072801947707
20190820,1503.5050161524407
20190821,1500.3032556315884
20190822,1502.2521209152735
20190823,1504.327064524204
20190826,1501.5174918828543
20190827,1501.1181277125693
20190828,1502.247519568458
20190829,1504.2840420709767
20190830,1501.5488943452483
20190902,1502.687533437189
20190903,1502.6903303281267
20190904,1506.267269546478
20190905,1512.3256152922052
20190906,1512.374533539149
20190909,1514.9704392835054
20190910,1512.382979455244
20190911,1511.109064501885
20190912,1511.1208028615315
20190916,1511.5213301956455
20190917,1507.3590826684433
20190918,1505.2605380712737
20190919,1505.050366238375
20190920,1505.4837418740206
20190923,1506.218550000741
20190924,1505.7542047728095
20190925,1506.9543610893816
20190926,1503.5037380470317
20190927,1501.773941790499
20190930,1502.5623102419204
20191008,1505.1247522883646
20191009,1506.6593536638886
20191010,1506.5521414744458
20191011,1505.7562446399204
20191014,1506.384452867371
20191015,1505.9812815656237
20191016,1503.500242732314
20191017,1505.640581104261
20191018,1501.7042706389973
20191021,1500.8693500350896
20191022,1500.6234080369477
20191023,1500.686590120918
20191024,1501.3718953940324
20191025,1501.841365343484
20191028,1499.1945588228268
20191029,1499.3316560759129
20191030,1494.2092656786213
20191031,1497.7877877759602
20191101,1501.8180026737089
20191104,1501.6053218690183
20191105,1506.8309310294335
20191106,1506.056667329148
20191107,1503.7260434245743
20191108,1501.6973492945642
20191111,1501.4175970336205
20191112,1501.7128886428134
20191113,1502.590397951596
20191114,1504.1149479763633
20191115,1504.6522549146648
20191118,1508.722080364294
20191119,1512.7471860162384
20191120,1513.0596367197554
20191121,1511.254730199233
20191122,1510.338261732764
20191125,1510.3140466716932
20191126,1510.6547639385203
20191127,1510.1838816362356
20191128,1512.392384533891
20191129,1512.1704683165729
20191202,1509.4928084299409
20191203,1509.1598803265713
20191204,1508.8547283335663
20191205,1511.435371609738
20191206,1510.128333588514
20191209,1513.6115046507923
20191210,1516.089551115805
20191211,1518.7159492750284
20191212,1518.316704930653
20191213,1519.7857995366703
20191216,1520.2110032431426
20191217,1520.5070424791998
20191218,1519.5061863065405
20191219,1521.704651370486
20191220,1524.010056828385
20191223,1522.8232542373562
20191224,1524.0880613909749
20191225,1523.2856876546296
20191226,1528.124110503909
20191227,1529.0748065320342
20191230,1531.452435851266
20191231,1532.6492049397466
20200102,1532.5768353834817
20200103,1532.1568914191164
20200106,1536.6544563954965
20200107,1535.7786578586722
20200108,1537.0019625507723
20200109,1539.0000148159645
20200110,1544.34049167546
20200113,1542.7838650084518
20200114,1541.0110011976867
20200115,1540.4767585476827
20200116,1540.3927221816086
20200117,1543.4415571012066
20200120,1548.854240136932
20200121,1546.8251089613543
20200122,1548.2229846406738
20200123,1545.235187957944
20200203,1535.361210507253
20200204,1541.2339490123409
20200205,1544.0936541883289
20200206,1549.402801466405
20200207,1553.385089913481
20200210,1552.4646860968364
20200211,1549.5447566517953
20200212,1549.4725086164822
20200213,1549.6616449861624
20200214,1545.3410113121274
20200217,1543.5018768583343
20200218,1545.1770123143654
20200219,1544.8767625132502
20200220,1542.7234991876892
20200221,1546.7509941030569
20200224,1549.23544568007
20200225,1548.1655302403788
20200226,1546.3565056874286
20200227,1548.885489382526
20200228,1547.7184636373922
20200302,1549.236939090535
20200303,1548.101743358926
20200304,1554.151251153024
20200305,1557.5983722899402
20200306,1558.8323669428091
20200309,1556.6267551062476
20200310,1551.4520685526231
20200311,1552.8764039963048
20200312,1548.930168297238
20200313,1540.6904257806957
20200316,1533.1085033021702
20200317,1526.6607482677225
20200318,1528.169351207885
20200319,1523.4023511669066
20200320,1526.6452227378352
20200323,1530.8586220801972
20200324,1533.2415689463182
20200325,1534.6905440890102
20200326,1537.265316569374
20200327,1534.7514478322862
20200330,1536.92897438535
20200331,1539.4788468235483
20200401,1541.1370307204045
20200402,1538.495825849929
20200403,1536.5564606964008
20200407,1549.0088614977856
20200408,1552.2799115469095
20200409,1551.1273466545963
20200410,1547.9394066902182
20200413,1549.3877248554024
20200414,1550.6722183472368
20200415,1553.7174330575642
20200416,1553.417071009549
20200417,1553.1090372445242
20200420,1550.9838770582114
20200421,1550.6491800907042
20200422,1554.3949063900318
20200423,1557.9501014846994
20200424,1557.028936952331
20200427,1557.9940284093575
20200428,1558.8824836193685
20200429,1561.2364173233457
20200430,1561.8879644798153
20200506,1561.1633058929613
20200507,1557.4975330815646
20200508,1559.0443726142591
20200511,1555.2254550827356
20200512,1556.0401965281958
20200513,1555.4228055418378
20200514,1553.1088034965892
20200515,1555.2205787296284
20200518,1553.999159453171
20200519,1555.571836285459
20200520,1555.0485100092812
20200521,1555.2546733620788
20200522,1554.2433825450678
20200525,1552.4412722067857
20200526,1550.720159508592
20200527,1548.9231915718822
20200528,1552.3793532312438
20200529,1552.3995733095785
20200601,1554.6997096203734
20200602,1552.7049549716874
20200603,1553.6045035480597
20200604,1551.633499634656
20200605,1551.231197602417
20200608,1554.262424996425
20200609,1555.5901002829237
20200610,1553.565509093896
20200611,1554.0991647096644
20200612,1557.0567169134288
20200615,1556.0986601734296
20200616,1555.6419589981656
20200617,1555.1099565029292
20200618,1557.3560491598755
20200619,1560.0935586571827
20200622,1559.381669083721
20200623,1558.7146301524112
20200624,1562.3163345198952
20200629,1558.8068159661716
20200630,1561.312262860439
20200701,1563.8934971572646
20200702,1568.9945934677748
20200703,1572.3251008684135
20200706,1579.1108918043656
20200707,1579.716140732438
20200708,1580.9956778203198
20200709,1583.251000594881
20200710,1582.6596037465677
20200713,1586.8493601346154
20200714,1586.396435399693
20200715,1587.640110967072
20200716,1580.9670681166606
20200717,1583.559199842028
20200720,1589.383849825883
20200721,1591.92927819299
20200722,1595.3479897242266
20200723,1595.5692392388844
20200724,1588.655142621914
20200727,1588.3883741965867
20200728,1588.106533305441
20200729,1592.4038154281664
20200730,1593.0331784876448
20200731,1592.6643571784073
20200803,1598.7261801227444
20200804,1600.8831017456357
20200805,1599.3071395224888
20200806,1599.6160193353835
20200807,1597.599115929522
20200810,1597.5560858046415
20200811,1595.3419051472647
20200812,1593.3019484207298
20200813,1595.7823198461838
20200814,1597.7853762249142
20200817,1602.0259018926254
20200818,1602.0460116793115
20200819,1600.3149430243952
20200820,1596.2767382206016
20200821,1598.051065211959
20200824,1598.3709276953955
20200825,1594.9747595208328
20200826,1594.348453237801
20200827,1594.776537642754
20200828,1597.890514297806
20200831,1600.0706469281704
20200901,1600.1371771276288
20200902,1598.6696618110122
20200903,1597.6280988522262
20200904,1595.3045174226952
20200907,1592.8485414336103
20200908,1595.720221061291
20200909,1593.33083484307
20200910,1593.5715118605683
20200911,1592.763643261529
20200914,1593.4920732626324
20200915,1595.4460418622334
20200916,1594.426947616842
20200917,1595.006678238211
20200918,1599.498913192518
20200921,1601.1598337222877
20200922,1598.9365806919243
20200923,1596.791916503012
20200924,1593.343640726163
20200925,1591.8794350101605
20200928,1592.7561611159117
20200929,1592.1680036768591
20200930,1588.517814929269
20201009,1593.6389439052475
20201012,1599.6237708091128
20201013,1598.8385754913263
20201014,1597.1256317150876
20201015,1595.0748790159516
20201016,1595.1569304734176
20201019,1593.8215928911895
20201020,1596.043701089902
20201021,1597.3238225803573
20201022,1600.1617833644714
20201023,1597.351455063372
20201026,1597.0957734506044
20201027,1598.952955444887
20201028,1600.7639189743948
20201029,1601.894761072247
20201030,1599.9949442045531
20201102,1601.4263711481203
20201103,1604.9485042231536
20201104,1607.8442654632
20201105,1608.7999821872197
20201106,1607.6980233102413
20201109,1609.531340103141
20201110,1609.8212187124966
20201111,1611.1107964809364
20201112,1611.0322971472096
20201113,1608.4554416225023
20201116,1609.8269542691548
20201117,1610.958507994915
20201118,1610.577108260542
20201119,1612.658303306071
20201120,1614.4900383982813
20201123,1616.3951902099934
20201124,1615.0193584842584
20201125,1615.179588002168
20201126,1615.1715791222518
20201127,1617.9634182806656
20201130,1622.4125013305488
20201201,1624.3978492265226
20201202,1624.51894726585
20201203,1620.5002585055563
20201204,1624.0511815477223
20201207,1623.0675318419007
20201208,1623.7826047047668
20201209,1622.2248149409909
20201210,1625.7394323518918
20201211,1620.7166301489422
20201214,1622.783178846562
20201215,1625.9470295124345
20201216,1628.8840483643569
20201217,1631.2988302447127
20201218,1634.2317644202622
20201221,1638.422563653313
20201222,1633.3665187911697
20201223,1633.4410946578282
20201224,1634.7569466692207
20201225,1639.6940503076714
20201228,1635.010043134934
20201229,1633.9860841652749
20201230,1638.8509155393117
20201231,1642.9787081436716
20210104,1644.8542290174114
20210105,1648.3830794632877
20210106,1650.4304407016875
20210107,1654.6211032042522
20210108,1653.2490300856562
20210111,1647.3703120774678
20210112,1650.760043310886
20210113,1651.2964212872216
20210114,1649.1339986501994
20210115,1645.542915672034
20210118,1646.962647096652
20210119,1644.270674113696
20210120,1644.3820788168764
20210121,1650.0191823788866
20210122,1649.3561749811993
20210125,1651.0727370804743
20210126,1644.3126536070376
20210127,1646.8141976597262
20210128,1641.3419917252438
20210129,1640.6180228630126
20210201,1644.25941659795
20210202,1642.488901926956
20210203,1637.8909061595953
20210204,1638.0324799981038
20210205,1640.256134741438
20210208,1642.348082868258
20210209,1648.3502675063537
20210210,1648.6666637020455
20210218,1655.1701206359671
20210219,1660.963121968828
20210222,1660.3187278964676
20210223,1660.2410725951477
20210224,1658.0186020715491
20210225,1660.357159877405
20210226,1655.0812497741822
20210301,1658.2636379851992
20210302,1656.324326743672
20210303,1659.9726328793
20210304,1655.8030384723115
20210305,1659.2050085066676
20210308,1660.3788272012744
20210309,1652.5784631397376
20210310,1654.2987896629484
20210311,1654.556285169284
20210312,1654.1742820537702
20210315,1650.6981220268835
20210316,1651.5757619121796
20210317,1652.1367397568883
20210318,1649.661001928225
20210319,1650.2465131183194
20210322,1652.2904961125107
20210323,1655.0248552961014
20210324,1658.042602272416
20210325,1657.874876579835
20210326,1655.2246079089985
20210329,1653.4489840997312
20210330,1654.7365862570248
20210331,1652.862371618521
20210401,1657.1759324813015
20210402,1660.2323056215978
20210406,1660.0416525682404
20210407,1657.8833169328252
20210408,1656.687329743189
20210409,1654.2943735122358
20210412,1652.7634087768415
20210413,1656.470293381599
20210414,1659.1945008988382
20210415,1658.5604917372304
20210416,1662.6817241433305
20210419,1667.2351781707073
20210420,1667.83487205332
20210421,1668.4375812026328
20210422,1668.2876765792344
20210423,1671.630639961524
20210426,1666.9311992571295
20210427,1667.7308201045328
20210428,1668.0216275795658
20210429,1670.7394232509178
20210430,1670.9230006683692
20210506,1676.143554549499
20210507,1675.9690337174752
20210510,1677.2392056733877
20210511,1679.480680649934
20210512,1683.1594855044618
20210513,1677.68576585615
20210514,1680.7077279530215
20210517,1681.7310261712896
20210518,1683.4662110417764
20210519,1683.125660296465
20210520,1683.0584131871265
20210521,1679.943364103023
20210524,1677.3993136702393
20210525,1684.0539609488628
20210526,1686.2948358846202
20210527,1683.8034863552414
20210528,1683.0751253884075
20210531,1686.0775019620846
20210601,1688.2032212728714
20210602,1683.886167442667
20210603,1685.0332143435144
20210604,1681.481628484361
20210607,1678.3787212576192
20210608,1675.4445887571665
20210609,1676.0302054411484
20210610,1680.0611092502493
20210611,1675.191632861843
20210615,1672.1669166559368
20210616,1668.2512217399194
20210617,1666.602785166751
20210618,1667.255764329322
20210621,1670.799326743313
20210622,1673.2241228036892
20210623,1677.4144545404304
20210624,1676.9860779845776
20210625,1681.1712824438564
20210628,1679.665254143387
20210629,1679.0863537832945
20210630,1682.9446760636367
20210701,1682.4768073623802
20210702,1682.6306332868462
20210705,1683.505246688517
20210706,1682.6550983584457
20210707,1685.9005464521106
20210708,1691.3056620874495
20210709,1690.3774494373372
20210712,1698.8535308151854
20210713,1701.2246447381103
20210714,1704.218517892316
20210715,1700.8971958803154
20210716,1702.872529222086
20210719,1703.7919615449666
20210720,1704.9390930773775
20210721,1707.782904939361
20210722,1707.0486488088816
20210723,1708.923961614753
20210726,1707.4435118430106
20210727,1702.1127526871685
20210728,1697.8365659912338
20210729,1702.525513560758
20210730,1706.7406300526225
20210802,1711.5084063520285
20210803,1708.1978110181371
20210804,1709.5399802802629
20210805,1711.873732170715
20210806,1711.9269044267598
20210809,1706.1611315784576
20210810,1709.003113429619
20210811,1709.0885285167142
20210812,1710.4385296827306
20210813,1707.9117067068012
20210816,1707.350880408951
20210817,1706.954236768654
20210818,1710.773777525451
20210819,1709.9967755388193
20210820,1705.4569712160912
20210823,1706.2521749818502
20210824,1710.6643314663092
20210825,1714.5226757521018
20210826,1708.1296889982166
20210827,1711.7881411340634
20210830,1713.4092353932026
20210831,1713.2586495884725
20210901,1718.617382240511
20210902,1718.7419498675763
20210903,1720.3875596524358
20210906,1721.7777007577104
20210907,1724.609966690878
20210908,1723.3110795664393
20210909,1723.3579734249151
20210910,1723.7526463873935
20210913,1722.0491304966322
20210914,1719.4745591363178
20210915,1718.7572067920785
20210916,1718.6953844683158
20210917,1718.500619772136
20210922,1724.1095208902311
20210923,1730.232537198974
20210924,1728.9283497220415
20210927,1728.2818521367806
20210928,1731.5225044546405
20210929,1729.7260009245074
20210930,1733.297931053214
20211008,1736.6240082249308
20211011,1736.705199835691
20211012,1732.674147601556
20211013,1730.3001596867057
20211014,1728.9978878640563
20211015,1730.9270733639248
20211018,1722.860301464279
20211019,1726.4948584476615
20211020,1724.567178032746
20211021,1726.4977095204172
20211022,1724.4742915996435
20211025,1725.8593340236848
20211026,1726.418710745382
20211027,1720.3138806051354
20211028,1719.7362286824032
20211029,1721.8562047558596
20211101,1724.6644127088248
20211102,1725.894403177933
20211103,1725.828583942368
20211104,1724.9847787642725
20211105,1729.0648632784082
20211108,1728.895714602234
20211109,1728.7965176522282
20211110,1726.807540403348
20211111,1727.7856621227186
20211112,1728.069321276299
20211115,1729.1361023665518
20211116,1728.185023458655
20211117,1726.601724055074
20211118,1727.2778388012457
20211119,1727.1806471277785
20211122,1730.7639216315472
20211123,1730.1454399917077
20211124,1735.4924198751935
20211125,1735.3802358028247
20211126,1735.4970970755217
20211129,1732.969319577581
20211130,1727.5013487114925
20211201,1728.5518423633932
20211202,1725.3057337231637
20211203,1726.2604338217918
20211206,1732.5351420067484
20211207,1728.7483182416297
20211208,1728.8387390377382
20211209,1731.9044176116513
20211210,1733.3450787902336
20211213,1733.4810182971175
20211214,1735.5664987208106
20211215,1733.69639368127
20211216,1733.385992350425
20211217,1734.344797044327
20211220,1728.143172196077
20211221,1731.0388540670249
20211222,1734.9772679569028
20211223,1739.642265084238
20211224,1739.077897159842
20211227,1739.8622453999628
20211228,1742.29516084246
20211229,1741.2179108511448
20211230,1746.6184826162505
20211231,1746.3704690330208
20220104,1745.0255788799884
20220105,1742.2163817018677
20220106,1737.6592023391308
20220107,1738.6487810020028
20220110,1742.883838293811
20220111,1743.382218236321
20220112,1745.7148732158291
20220113,1743.379461034983
20220114,1741.4271926213808
20220117,1744.61422082287
20220118,1753.2156341965174
20220119,1756.59724215211
20220120,1760.0622465872775
20220121,1761.5553201464631
20220124,1764.3612951386986
20220125,1756.0066425802424
20220126,1753.4038548073488
20220127,1750.3355808581334
20220128,1751.3447708140727
20220207,1755.2874099505016
20220208,1754.251701252653
20220209,1754.0247879595577
20220210,1754.5505857837784
20220211,1744.9297181545128
20220214,1741.7746688972309
20220215,1743.9987375236738
20220216,1742.8508204440834
20220217,1745.2334705942862
20220218,1745.2061320273024
20220221,1741.1244931558042
20220222,1738.2840763961285
20220223,1743.879498437548
20220224,1743.1567570059722
20220225,1743.6221248706968
20220228,1745.2901533051888
20220301,1746.0556344701763
20220302,1746.704121147593
20220303,1744.7677621784628
20220304,1741.9869408179495
20220307,1742.9664497443732
20220308,1743.0717400658268
20220309,1734.0819291259695
20220310,1730.374296988119
20220311,1736.3152369318384
20220314,1735.5501621666124
20220315,1715.735304815002
20220316,1727.6797152042104
20220317,1728.989701079888
20220318,1736.4693082200215
20220321,1732.8550441148288
20220322,1731.3083931685528
20220323,1733.4657745605734
20220324,1737.646826272377
20220325,1738.8452514719363
20220328,1736.8271531360908
20220329,1736.4115804770163
20220330,1738.9163895721997
20220331,1736.4055253139938
20220401,1736.9426304277824
20220406,1740.437790044928
20220407,1739.7844307812234
20220408,1739.0855127892685
20220411,1732.8842032437371
20220412,1735.9720981649352
20220413,1738.0790697041114
20220414,1742.469309403824
20220415,1743.813241285647
20220418,1737.457959197401
20220419,1736.584720806847
20220420,1733.6555100299388
20220421,1732.930242137218
20220422,1731.4657187910752
20220425,1726.5245156922826
20220426,1725.8609115181694
20220427,1728.5737606886405
20220428,1730.5072515372815
20220429,1736.6208475155188
20220505,1738.5131769087232
20220506,1736.3295649263107
20220509,1736.693442747541
20220510,1735.35812281399
20220511,1734.0664084112184
20220512,1735.322382317798
20220513,1735.8084948426751
20220516,1734.3277634001934
20220517,1735.9625734197632
20220518,1736.73904423428
20220519,1737.9081039232226
20220520,1737.3385447655255
20220523,1739.0552542016633
20220524,1737.454790972126
20220525,1738.820278023366
20220526,1743.0215324430417
20220527,1745.4592307711146
20220530,1743.7399373144865
20220531,1743.9835588637186
20220601,1742.087556576742
20220602,1742.1251685932052
20220606,1742.772851998811
20220607,1744.2730402628608
20220608,1746.6423765332686
20220609,1746.2544329817358
20220610,1747.4531993283117
20220613,1743.5314383854038
20220614,1743.1997331955447
20220615,1742.235707118091
20220616,1740.4679447849696
20220617,1742.1975366674594
20220620,1737.7988683556378
20220621,1734.8556248458233
20220622,1731.6441633910154
20220623,1734.222979021734
20220624,1730.3200733978776
20220627,1729.7943721169645
20220628,1732.9509540993029
20220629,1732.5982976777657
20220630,1736.621422747744
20220701,1734.8391189341678
20220704,1731.2988468586625
20220705,1731.964749071285
20220706,1732.020213006709
20220707,1732.461638943004
20220708,1731.9981802333316
20220711,1733.2238997114232
20220712,1733.7329114851736
20220713,1734.5388494467966
20220714,1736.5080161702138
20220715,1736.4000616472024
20220718,1737.54571103197
20220719,1737.0343079188456
20220720,1739.1668085726026
20220721,1740.234952180951
20220722,1738.7857989737122
20220725,1738.491223871647
20220726,1741.375007269717
20220727,1740.5539268301177
20220728,1738.0027098924816
20220729,1741.109451216073
20220801,1743.9292080597322
20220802,1742.6962542883325
20220803,1742.8072859944336
20220804,1741.7245806857836
20220805,1742.593017890869
20220808,1743.870785942735
20220809,1743.4682536365551
20220810,1743.2674539754996
20220811,1747.9791901245878
20220812,1748.9809698681008
20220815,1756.2778577243598
20220816,1755.88438224289
20220817,1756.107000895557
20220818,1755.470165266097
20220819,1752.8780890005085
20220822,1753.1468033274075
20220823,1753.308428620988
20220824,1752.360434310035
20220825,1750.977690606617
20220826,1750.6709831161584
20220829,1751.4743895801932
20220830,1751.0936696431777
20220831,1749.6162071547942
20220901,1749.6147086256133
20220902,1748.2490786857627
20220905,1749.97427390856
20220906,1750.942972149756
20220907,1748.3311511432828
20220908,1746.703167886454
20220909,1747.8580955729612
20220913,1750.2990897893235
20220914,1746.9335749205131
20220915,1744.2449742646647
20220916,1740.198151721347
20220919,1739.470380157043
20220920,1740.9657062054123
20220921,1741.9399316360625
20220922,1741.9212036471824
20220923,1736.9917830576271
20220926,1731.1736697677663
20220927,1734.5999189003924
20220928,1731.6946841884055
20220929,1730.5211301851225
20220930,1730.8974469153743
20221010,1732.1108388573298
20221011,1730.6018503012942
20221012,1734.925851238212
20221013,1734.4183419573417
20221014,1741.2458419674774
20221017,1739.606284820651
20221018,1740.0535299378032
20221019,1737.8812485732171
20221020,1733.7005268899834
20221021,1731.3967498316538
20221024,1729.4664089960772
20221025,1727.827646637846
20221026,1731.0351576248415
20221027,1733.3988574978082
20221028,1729.066875472122
20221031,1728.2413853974329
20221101,1734.5151010008933
20221102,1735.6439448647352
20221103,1733.993891972884
20221104,1737.6965050098963
20221107,1737.959629022977
20221108,1738.037765998926
20221109,1737.090945155485
20221110,1736.742976288419
20221111,1737.9231784672809
20221114,1727.5094994441426
20221115,1729.8398266674556
20221116,1722.8465139530108
20221117,1727.5723235239295
20221118,1725.346575847561
20221121,1724.715104551688
20221122,1724.964416531876
20221123,1730.7216968179769
20221124,1733.647691684048
20221125,1729.778005371424
20221128,1722.3148435287071
20221129,1723.9501972219882
20221130,1725.6259109986722
20221201,1730.459698207619
20221202,1732.523820717424
20221205,1732.9598472433656
20221206,1730.2256892966068
20221207,1731.2877559306885
20221208,1736.8908272883468
20221209,1737.716078987431
20221212,1734.457094947135
20221213,1733.31606506759
20221214,1738.14166061709
20221215,1738.9156649433903
20221216,1739.2759920585322
20221219,1735.9711906446553
20221220,1733.6813597013472
20221221,1735.9525336795252
20221222,1735.9303380916165
20221223,1737.0007981257872
20221226,1738.5444621134786
20221227,1738.9921648172528
20221228,1738.986280905758
20221229,1740.1350820277296
